83,Amooma,"2018ko abenduan sortutako funk, rap, soul eta orokorrean musika beltzaren azpigeneroak nahasten dituen musika taldea da Amooma. Jatorri musikal ezberdineko zazpi lagunek osatzen dute proiektu hau eta honek, aniztasuna taldearen armarri bihurtzea erraztuz, kanta bakoitza arnas hartze fresko bat bihurtzen du.",2018,Bilbo,"['Soula', 'Funka']",https://www.badok.eus/euskal-musika/amooma,Q114608832
84,Amorante,"Amorante Iban Urizarren izen artistikoa da. Musikari lotuta egindako ibilbide guztiaren motxilatik ateratako barne mundua. Tradizioari traizio pixkat egitea zilegia dela mantentzen duen musikaria, tronpeta jolea eta kultura musikal ezberdinen maitale eta zalea. Musika ikasketa akademikoak ditu. Tronpeta bidelagun, hainbat proiektutan hartu du parte, hainbat musikariren diskoetan zein zuzenekoetan jo du. Musika tresnari lotuta egon den tradizioa kontutan edukita, herri musikatik abiatu eta ertzetatik mugitu den musikaria da. Musika herrikoiak eta akademikoak erro berdina dutela uste duen musikaria da Amorante.",1975,Elgoibar (Gipuzkoa),"['Herri', 'kanta', 'Popa']",https://www.badok.eus/euskal-musika/amorante,Q30094821
85,Anai,Thanks to Losers taldean aritutako Iban eta Gari dira Anai osatzen duten bi musikariak. Zazpi kantuz osaturiko disko batekin eman dute ezagutzera proiektu berria.,2017,Astigarraga (Gipuzkoa),['Rocka'],https://www.badok.eus/euskal-musika/anai,Q220018
86,Anai Arrebak,"Iñaki eta Marga Altolagirre anai-arrebak dira Pasai-Donibaneko talde honetako buruak, eta gainerako partaideen artean Jousilouli, Naiz Roxa eta Trigger Travis taldeetan aritutako musikariak daude, besteak beste. Dantzarako rock musika egiten du Anai Arrebak-ek, funk, techno eta punk ukituekin osatua.",2011,Pasaia (Gipuzkoa),"['Rocka', 'Elektronikoa']",https://www.badok.eus/euskal-musika/anai-arrebak,Q31189063
87,Anari,,1970,Azkoitia (Gipuzkoa),['Rocka'],https://www.badok.eus/euskal-musika/anari,Q3325380
89,Ander Garcia,,1978,Barakaldo (Bizkaia),['Jazza'],https://www.badok.eus/euskal-musika/ander-garcia,Q4753690
93,Andrakan,"Iban Urizar musikariaren inguruan sortutako taldea da Andrakan. Musika inprobisatuaren alorrean aritu ohi da Urizar (Cafe Teatro, Mengele Quartet
), baina proiektu honetan folk eta pop-rock doinuetara jo zuen, Elgoibarko beste musikari batzuen laguntzaz. Horien artean, Jon Gurrutxaga zegoen (Arima Beltza, Jon & Sugramas, UEK
). Zazpi kantuz osaturiko disko bat baino ez du argitaratu Andrakanek. Urizarrek, aldiz, Amorante izeneko bakarkako proiektua sortu du.",2008,Elgoibar (Gipuzkoa),['Pop-rocka'],https://www.badok.eus/euskal-musika/andrakan,Q106917846
94,Aneguria,,1984,Bilbo,['Rapa'],https://www.badok.eus/euskal-musika/aneguria,Q30155905
95,Aneika Ara,"Bizkaieraz, “hamaika era” esan nahi du taldearen izenak. Halakoa baita, rockaren barruan, Zigor Iturbek (gitarra eta ahotsa), Argibel Eubak (bateria) eta Alex Lopezek (baxua) sortzen duten musika, ertz askotarikoa, tentsioduna, gihartsua, biluzia, apaingarririk gabekoa eta 90eko hamarkadako slowcore taldeen oroitarazlea zenbaitetan. Argibel Eubak Kepa Junkeraren zenbait diskotan hartu du parte.",2011,,['Rocka'],https://www.badok.eus/euskal-musika/aneika-ara,Q61361826
96,Anestesia,,1988,Zarautz (Gipuzkoa),"['Hardcorea', 'Thrasha']",https://www.badok.eus/euskal-musika/anestesia,Q8199497
98,Angel Katarain,"Musikaria, ekoizlea eta soinu teknikaria da Angel Gonzalez Katarain (Ordizia, Gipuzkoa, 1961). 80ko hamarkadaren hastapenetan egin zituen lehen urratsak diskoak grabatzeko lanean eta zuzeneko teknikari gisa. Geroztik, ehunka disko grabatu ditu eta lan harreman estua izan du hainbat talde eta bakarlarirekin: M-ak, Kortatu, Negu Gorriak, Ruper Ordorika, Fermin Muguruza
 Hainbat urtez IZ estudioan lan egin ondoren, 1996an, bere estudioa ireki zuen, Azkaraten (Nafarroa).",1961,Ordizia (Gipuzkoa),['Esperimentala'],https://www.badok.eus/euskal-musika/angel-katarain,Q11705525
99,Anger,,1997,Arrasate (Gipuzkoa),['Metala'],https://www.badok.eus/euskal-musika/anger,Q31189038
100,Anita Parker,,2017,Arrasate (Gipuzkoa),['Elektro-swinga'],https://www.badok.eus/euskal-musika/anita-parker,Q61362621
101,Anje Duhalde,,1950,Arrangoitze (Lapurdi),['Rocka'],https://www.badok.eus/euskal-musika/anje-duhalde,Q12253579
102,Ankenai,,,Donostia,['Popa'],https://www.badok.eus/euskal-musika/ankenai,Q30149736
103,Anker,,2019,Legazpi (Gipuzkoa),['Metala'],https://www.badok.eus/euskal-musika/anker,Q72510
104,Ankhar,,2012,Zestoa (Gipuzkoa),"['Metala', 'Thrasha']",https://www.badok.eus/euskal-musika/ankhar,Q4034059
105,Anne Etxegoien,,1980,Donapaleu (Behe Nafarroa),"['Herri', 'kanta', 'Popa']",https://www.badok.eus/euskal-musika/anne-etxegoien,Q12253588
106,Anne Lukin,,2001,,['Pop-rocka'],https://www.badok.eus/euskal-musika/anne-lukin,Q89360422
111,Antton,"Elorrioko Lor taldearen errautsetatik sortu da Antton. Abeslariaren izena hartu badute ere, talde egitasmoa da. Antton Uriarte da taldeko kantaria eta berben egilea, Lor taldeko Lander Irazola gitarrista eta ahotsa, Rami Unzeta bateria jotzailea, Mikel Nuñez teklatu jotzailea eta Txaber San Pedro baxu jotzailea. Uriarteren ahots sakona Lor taldeko kide ohien rock astinduekin uztartuz, power pop doinuak gailentzen dira taldean.",2010,Elorrio (Bizkaia),['Pop-rocka'],https://www.badok.eus/euskal-musika/antton,Q150679
112,Antton Aranburu,,1979,Busturia,['Pop-rocka'],https://www.badok.eus/euskal-musika/antton-aranburu,Q72386285
113,Antton Larrandaburu & Bitxiloreak,"Antton Larrandaburu Tumatx taldeko abeslaria izan da. Bitartean, Antton Araspin aspaldiko lagunarekin hasi zen kontzertuak ematen bikotean, baita hirukotean ere Adrien Coletekin (Tumatxeko bateria jotzailea). Arazo profesionalengatik, Adrienek proiektua utzi behar izan zuen, eta 2018an Antton Larrandaburu & Bitxiloreak folk-rock taldea sortu dute bi Anttonek, Benjamin Labaka (baxua) eta Miguel Etxeberri (bateria) lagunekin. Antton Larrandaburuk kantuak sortzen ditu, eta moldaketa guztiak elkarrekin egiten dituzte.",2018,Hazparne (Lapurdi),"['Folk-rocka', 'Popa', 'Rocka']",https://www.badok.eus/euskal-musika/antton-larrandaburu-bitxiloreak,Q61365282
114,Antton Valverde,,1943,Donostia,"['Herri', 'kanta']",https://www.badok.eus/euskal-musika/antton-valverde,Q8201937
115,Añube,,2020,"Bergara, Arrasate (Gipuzkoa)",['[]'],https://www.badok.eus/euskal-musika/anube,Q111555092
117,Apurtu,,1989 - 2016,Irun (Gipuzkoa),['Punka'],https://www.badok.eus/euskal-musika/apurtu,Q12253756
118,Arakajun,,,Zarautz,"['Folka', 'Bluesa', 'Countrya']",https://www.badok.eus/euskal-musika/arakajun,Q61361892
119,Arean,"Borja Estankonak (ahotsa eta gitarra; Artea), Koldo de Miguelek (bateria; Basauri) eta Iñaki Garridok (baxua; Galdakao) osatu zuten Arean. Hirurak Iniezione talde instrumentalean aritu ziren aurretik, eta harekin landutako erritmoak eta intentsitateak gorde zituzten proiektu berrian. “Tentsioa probokatzea eta kantuak berak tentsio hori askatzea” bilatu zuen hirukoteak ondare gisa utzitako bi diskoetan. Ondoren, ildo beretik jarraitu du Estankonak bakarka grabaturiko diskoetan.",2004 - 2006,Bizkaia,['Rocka'],https://www.badok.eus/euskal-musika/arean,Q61361895
122,Aresi,,,,['Punk-Oi!'],https://www.badok.eus/euskal-musika/aresi,Q84710666
124,Argoitia neba-arrebak,"1966tik 1976ra bitartean aritu ziren Andoni eta Irune Argoitia anai-arrebak kantari. Artean haurrak zirela hasi ziren abesten, Ondarroa jaioterrian (Bizkaia), baina Loiolako Herri Irratian grabatutako kantuak ezagutarazi ostean bazter guztietatik deika hasi zitzaizkien jaialdietako antolatzaileak. Euskal Herriko herri kantuak eta euskarara ekarritako modako kantuak abesten zituzten, ahotsa, gitarra eta bandurria lagun. Ehunka emanaldi egin zituzten eta zenbait disko arrakastatsu grabatu.",1966 - 1976,,['[]'],https://www.badok.eus/euskal-musika/argoitia-neba-arrebak,Q12253937
125,Arima,,2018,Muskiz (Bizkaia),['Rocka'],https://www.badok.eus/euskal-musika/arima,Q108415419
126,Arima Beltza,,1997 - 2006,Elgoibar (Gipuzkoa),"['Bluesa', 'Rock&rolla']",https://www.badok.eus/euskal-musika/arima-beltza,Q8204358
127,Arima Soul,"Lidia Insaustik (ahotsa) eta Mikel Makalak (baxua) sortutako soul musikako proiektua da Arima Soul. Geroago Paul San Martin (teklatuak) eta Hilario Rodeiro (bateria) gehitu ziren. 70eko hamarkadako rhythm & blues, soul, funk, groove eta jazz taldeen eragin argia du, baina estilo horietako korronte garaikideenari ere begira dago, hau da, neo-soul izenekoari.",2019,"Zarautz (Gipuzkoa), Donostia","['Jazza', 'Soula', 'Funka']",https://www.badok.eus/euskal-musika/arima-soul,Q103795630
129,Arkada Social,,1997,,['Punk-rocka'],https://www.badok.eus/euskal-musika/arkada-social,Q12253983
131,Arkaitz Miner,,1976,Errenteria (Gipuzkoa),"['Folka', 'Herri', 'kanta']",https://www.badok.eus/euskal-musika/arkaitz-miner,Q28464705
132,Aro,,,Lasarte-Oria (Gipuzkoa),['[]'],https://www.badok.eus/euskal-musika/aro,Q4795452
133,Arrano Pertxa eta Lengu Iluna,Urko Gonzalez eta David Rodriguezek osatzen dute Arrano Pertxa eta Lengu Iluna rap bikotea. 80ko hamarkadan Estatu Batuetan egiten zen raparen soinua eta tematikari omenaldi xume bat egin nahi izan diote bere lehen diskoarekin.,2017,Bilbo,['Rapa'],https://www.badok.eus/euskal-musika/arrano-pertxa-eta-lengu-iluna,Q61363669
134,Arrotzak,,2015,Donostia,['Punk-rocka'],https://www.badok.eus/euskal-musika/arrotzak,Q61365417
138,Asgarth,,1997,Donostia,['Metala'],https://www.badok.eus/euskal-musika/asgarth,Q12254268
140,Asier Serrano,,1975,Eibar (Gipuzkoa),['Pop-rocka'],https://www.badok.eus/euskal-musika/asier-serrano,Q12254284
143,Asla,"Asla 2016ko bukaeran Oier Aslak Etxebarrin (Bizkaia) sortutako taldea da. Urte batzuetan zehar bikote gisa jardun ostean, gaur egun bost musikariz osaturiko banda da: Gurutze Etxebarria (ahotsak), Danel Marin (bateria eta perkusioak), Asier Bardezi (baxua), Andres Tejo (gitarra) eta Oier Asla (ahotsak eta gitarra).",2016,,['Pop-rocka'],https://www.badok.eus/euskal-musika/asla,Q18546813
144,Assata,"Assata musika beltzaren eragina daukan Arrasateko taldea da. Funk, soul, pop, elektronika, rock, punk, rap
 bezalako adiera ezberdinak nahasten dira haren abestietan. Post-funk? Soul-punk? Zuriak beltzez.",2018,Arrasate (Gipuzkoa),"['Rocka', 'Funka']",https://www.badok.eus/euskal-musika/assata,Q81054102
145,Astoturfer,,,Durango (Bizkaia),['[]'],https://www.badok.eus/euskal-musika/astoturfer,Q109985874
147,Atazál,Nahia Fernandezek (ahotsa eta gitarra) eta Manu Gaignek (gitarra eta kaxoi flamenkoa) osaturiko bikote akustikoa.,2016,Donostia,"['Folka', 'Popa']",https://www.badok.eus/euskal-musika/atazal,Q61361354
148,Aterkings,,2000 - 2010,,['Punk-rocka'],https://www.badok.eus/euskal-musika/aterkings,Q12254360
150,Atzekabe,,2014,Gernika (Bizkaia),['Pop-rocka'],https://www.badok.eus/euskal-musika/atzekabe,Q31189125
151,Audience,,2000,Gernika (Bizkaia),"['Bluesa', 'Rocka', 'Countrya']",https://www.badok.eus/euskal-musika/audience,Q12254470
155,Autobus Magikoa,,2015,Oiartzun (Gipuzkoa),"['Reggaea', 'Ska']",https://www.badok.eus/euskal-musika/autobus-magikoa,Q31188430
159,Azala,"Herri musika berreskuratzeko lanetik abiatuta, ibilbide propioa garatu zuen Azala taldeak 80ko hamarkadan. Lau disko grabatu zituen zortzi urteko ibilbidean, eta sekula arrakasta masiborik lortu ez bazuen ere, haren musika ezaguna gertatu zen, batez ere Gipuzkoa aldean, zuzenean egindako emanaldi ugariak direla medio.",1983 - 1989,,['Folka'],https://www.badok.eus/euskal-musika/azala,Q268552
160,Azalera,,2016 - 2019,"Ondarroa, Bolibar (Bizkaia)",['Rocka'],https://www.badok.eus/euskal-musika/azalera,Q61364972
161,Azken Aukera,,,Gasteiz,['Rocka'],https://www.badok.eus/euskal-musika/azken-aukera,Q31188089
163,Azken Trena,,2014,Bera (Nafarroa),"['Pop-rocka', 'Rocka']",https://www.badok.eus/euskal-musika/azken-trena,Q61362034
165,Bad Sound,,,Irun (Gipuzkoa),"['Rapa', 'Reggaea']",https://www.badok.eus/euskal-musika/bad-sound,Q12254644
