192,Ameslariak,https://www.badok.eus/euskal-musika/ameslariak/ameslariak,,False,1969,80
193,Ameslariak,https://www.badok.eus/euskal-musika/ameslariak/ameslariak-1,,False,1969,80
194,Gizona,https://www.badok.eus/euskal-musika/amets/gizona,Popa,False,1975,81
195,Amets,https://www.badok.eus/euskal-musika/amets/amets,,False,1972,81
196,Txinaurriak. Mikel Laboari ikasitako kantuak (Askoren artean),https://www.badok.eus/euskal-musika/amodio/txinaurriak-mikel-laboari-ikasitako-kantuak-askoren-artean-15,Rocka,True,2010,82
197,Amodio Vol. 1,https://www.badok.eus/euskal-musika/amodio/amodio-vol-1-1,"Folka, Bluesa, Esperimentala",False,2004,82
198,Soul biscuit,https://www.badok.eus/euskal-musika/amooma/soul-biscuit,"Soula, Funka",False,2022,83
199,Welcome to Bilbo,https://www.badok.eus/euskal-musika/amooma/welcome-to-bilbo,"Soula, Funka",True,2020,83
200,Bat edo hiru,https://www.badok.eus/euskal-musika/amorante/bat-edo-hiru,"Herri kanta, Popa, Elektronikoa",False,2020,84
201,Gure oroitzapenak (Askoren artean),https://www.badok.eus/euskal-musika/amorante/gure-oroitzapenak-askoren-artean,Popa,True,2018,84
202,Manuela / Brueghel zarra,https://www.badok.eus/euskal-musika/amorante/manuela-brueghel-zarra,"Folka, Herri kanta",False,2017,84
203,Amorante,https://www.badok.eus/euskal-musika/amorante/amorante,"Folka, Herri kanta, Popa",False,2016,84
204,Pentsatu / Eraiki,https://www.badok.eus/euskal-musika/anai/pentsatu-eraiki,Rocka,False,2017,85
205,"Aspalditik gatoz, urrutira goaz (Askoren artean)",https://www.badok.eus/euskal-musika/anai-arrebak/aspalditik-gatoz-urrutira-goaz-askoren-artean-17,Rocka,True,2017,86
206,Anai Arrebak II,https://www.badok.eus/euskal-musika/anai-arrebak/anai-arrebak-II,"Rocka, Elektronikoa",False,2015,86
207,Zorte ona opa dizut,https://www.badok.eus/euskal-musika/anai-arrebak/zorte-ona-opa-dizut,"Rocka, Elektronikoa",False,2014,86
208,Hala Bedi irratia 30 urte kolpez kolpe! (Askoren artean),https://www.badok.eus/euskal-musika/anai-arrebak/hala-bedi-irratia-30-urte-kolpez-kolpe-askoren-artean-6,Rocka,True,2013,86
209,Anai Arrebak I,https://www.badok.eus/euskal-musika/anai-arrebak/anai-arrebak,"Rocka, Elektronikoa",False,2012,86
210,Anai Arrebak EP,https://www.badok.eus/euskal-musika/anai-arrebak/anai-arrebak-ep,"Rocka, Funka",False,2011,86
211,Orain entzungo duzun hau...,https://www.badok.eus/euskal-musika/anari/orain-entzungo-duzun-hau,Rocka,False,2021,87
212,cOUPAGES #04,https://www.badok.eus/euskal-musika/anari/coupages-04,Rocka,False,2020,87
213,Unwind,https://www.badok.eus/euskal-musika/anari/unwind,Rocka,True,2019,87
214,Gure oroitzapenak (Askoren artean),https://www.badok.eus/euskal-musika/anari/gure-oroitzapenak-anari-askoren-artean,Rocka,True,2018,87
215,Mirailak - Gure arteko begirada zeharkakoak (Askoren artean),https://www.badok.eus/euskal-musika/anari/mirailak-gure-arteko-begirada-zeharkakoak-anari-askoren-artean,Rocka,True,2017,87
216,Epilogo bat,https://www.badok.eus/euskal-musika/anari/epilogo-bat,Rocka,False,2016,87
217,Zure aurrekari penalak,https://www.badok.eus/euskal-musika/anari/zure-aurrekari-penalak,Rocka,False,2015,87
218,"Lou Reed, mila esker (Askoren artean)",https://www.badok.eus/euskal-musika/anari/lou-reed-mila-esker-askoren-artean-7,Rocka,True,2014,87
219,Bidea eta denbora,https://www.badok.eus/euskal-musika/anari/bidea-eta-denbora,Rocka,False,2013,87
220,Bakarrik eta libre. Imanol Urbietaren kantak (Askoren artean),https://www.badok.eus/euskal-musika/anari/imanol-urbieta-bakarrik-eta-libre-askoren-artean,Rocka,True,2013,87
221,Txinaurriak. Mikel Laboari ikasitako kantuak (Askoren artean),https://www.badok.eus/euskal-musika/anari/txinaurriak-mikel-laboari-ikasitako-kantuak-askoren-artean,Rocka,True,2010,87
222,Irla izan,https://www.badok.eus/euskal-musika/anari/irla-izan,Rocka,False,2009,87
223,2007ko martxoaren 31ean Bilboko Kafe Antzokian,https://www.badok.eus/euskal-musika/anari/2007ko-martxoaren-31ean-bilboko-kafe-antzokian,Rocka,False,2008,87
224,The Rockdelux Experience 23.11.2004 (Askoren artean),https://www.badok.eus/euskal-musika/anari/the-rockdelux-experience-23-11-2004-askoren-artean,Rocka,True,2005,87
225,Zebra,https://www.badok.eus/euskal-musika/anari/zebra,Rocka,False,2005,87
226,Acuarela Songs 3 (Askoren artean),https://www.badok.eus/euskal-musika/anari/acuarela-songs-3-askoren-artean,Rocka,True,2004,87
227,Anari ta Petti,https://www.badok.eus/euskal-musika/anari/anari-ta-petti,Rocka,False,2003,87
228,Bonberenea oztopo guztien gainetik (Askoren artean),https://www.badok.eus/euskal-musika/anari/bonberenea-oztopo-guztien-gainetik-askoren-artean-4,,True,2002,87
229,Habiak,https://www.badok.eus/euskal-musika/anari/habiak,Rocka,False,2000,87
